Software,cluster_id_v1,cluster_label_v1,is_noise_like_v1,clustering_method_v1,normalized_name_v2,cluster_id_v2,cluster_label_v2,cluster_size_v2,is_noise_like_v2,clustering_method_v2,cluster_confidence_v2,review_recommended_v2,normalized_name_v3,cluster_id_v3,cluster_label_v3,cluster_size_v3,is_noise_like_v3,clustering_method_v3,cluster_confidence_v3,review_recommended_v3
Lansweeper,N0383,Lansweeper,true,singleton_noise_like,lansweeper,N0316,Lansweeper,1,true,singleton_noise_like,0.00,true,lansweeper,N0266,Lansweeper,1,true,singleton_noise_like,0.00,true
Lazy Nezumi Pro,N0384,Lazy Nezumi Pro,true,singleton_noise_like,lazy nezumi pro,N0317,Lazy Nezumi Pro,1,true,singleton_noise_like,0.00,true,lazy nezumi pro,N0267,Lazy Nezumi Pro,1,true,singleton_noise_like,0.00,true
LDAP Account Manager,N0385,Ldap Account Manager,true,singleton_noise_like,ldap account manager,N0318,LDAP Account Manager,1,true,singleton_noise_like,0.00,true,ldap account manager,N0268,LDAP Account Manager,1,true,singleton_noise_like,0.00,true
Ldap Admin Tool,N0386,Ldap Admin Tool,true,singleton_noise_like,ldap admin tool,N0319,Ldap Admin Tool,1,true,singleton_noise_like,0.00,true,ldap admin tool,N0269,Ldap Admin Tool,1,true,singleton_noise_like,0.00,true
LDAPSoft Ldap Browser,N0387,Ldapsoft Ldap Browser,true,singleton_noise_like,ldapsoft ldap browser,N0320,LDAPSoft Ldap Browser,1,true,singleton_noise_like,0.00,true,ldapsoft ldap browser,N0270,LDAPSoft Ldap Browser,1,true,singleton_noise_like,0.00,true
Legion Arena,N0388,Legion Arena,true,singleton_noise_like,legion arena,N0321,Legion Arena,1,true,singleton_noise_like,0.00,true,legion arena,N0271,Legion Arena,1,true,singleton_noise_like,0.00,true
Legion Zone,N0389,Legion Zone,true,singleton_noise_like,legion zone,N0322,Legion Zone,1,true,singleton_noise_like,0.00,true,legion zone,N0272,Legion Zone,1,true,singleton_noise_like,0.00,true
Lenovo System Update,N0390,Lenovo System Update,true,singleton_noise_like,lenovo system update,N0323,Lenovo System Update,1,true,singleton_noise_like,0.00,true,lenovo system update,N0273,Lenovo System Update,1,true,singleton_noise_like,0.00,true
Lenovo Vantage Service,N0391,Lenovo Vantage Service,true,singleton_noise_like,lenovo vantage service,N0324,Lenovo Vantage Service,1,true,singleton_noise_like,0.00,true,lenovo vantage service,N0274,Lenovo Vantage Service,1,true,singleton_noise_like,0.00,true
letsvpn,N0392,Letsvpn,true,singleton_noise_like,letsvpn,N0325,letsvpn,1,true,singleton_noise_like,0.00,true,letsvpn,N0275,letsvpn,1,true,singleton_noise_like,0.00,true
LibLibAI Client,N0393,Liblibai Client,true,singleton_noise_like,liblibai client,N0326,LibLibAI Client,1,true,singleton_noise_like,0.00,true,liblibai client,N0276,LibLibAI Client,1,true,singleton_noise_like,0.00,true
LibreCAD,N0394,Librecad,true,singleton_noise_like,librecad,N0327,LibreCAD,1,true,singleton_noise_like,0.00,true,librecad,N0277,LibreCAD,1,true,singleton_noise_like,0.00,true
Lingering Object Liquidator v2,N0395,Lingering Object Liquidator,true,singleton_noise_like,lingering object liquidator,N0328,Lingering Object Liquidator v2,1,true,singleton_noise_like,0.00,true,lingering object liquidator,N0278,Lingering Object Liquidator v2,1,true,singleton_noise_like,0.00,true
Lingoes,N0396,Lingoes,true,singleton_noise_like,lingoes,N0329,Lingoes,1,true,singleton_noise_like,0.00,true,lingoes,N0279,Lingoes,1,true,singleton_noise_like,0.00,true
Listary version,N0397,Listary Version,true,singleton_noise_like,listary version,N0330,Listary version,1,true,singleton_noise_like,0.00,true,listary version,N0280,Listary version,1,true,singleton_noise_like,0.00,true
LiveChat,N0398,Livechat,true,singleton_noise_like,livechat,N0331,LiveChat,1,true,singleton_noise_like,0.00,true,livechat,N0281,LiveChat,1,true,singleton_noise_like,0.00,true
LocalServiceComponents,N0399,Localservicecomponents,true,singleton_noise_like,localservicecomponents,N0332,LocalServiceComponents,1,true,singleton_noise_like,0.00,true,localservicecomponents,N0282,LocalServiceComponents,1,true,singleton_noise_like,0.00,true
Log Parser,N0400,Log Parser,true,singleton_noise_like,log parser,N0333,Log Parser,1,true,singleton_noise_like,0.00,true,log parser,N0283,Log Parser,1,true,singleton_noise_like,0.00,true
Logi Bolt,N0401,Logi Bolt,true,singleton_noise_like,logi bolt,N0334,Logi Bolt,1,true,singleton_noise_like,0.00,true,logi bolt,N0284,Logi Bolt,1,true,singleton_noise_like,0.00,true
Logi Options+,N0402,Logi Options+,true,singleton_noise_like,logi options+,N0335,Logi Options+,1,true,singleton_noise_like,0.00,true,logi options+,N0285,Logi Options+,1,true,singleton_noise_like,0.00,true
Logi Plugin Service,N0403,Logi Plugin Service,true,singleton_noise_like,logi plugin service,N0336,Logi Plugin Service,1,true,singleton_noise_like,0.00,true,logi plugin service,N0286,Logi Plugin Service,1,true,singleton_noise_like,0.00,true
LogiOptionsPlusExcelAddin,N0404,Logioptionsplusexceladdin,true,singleton_noise_like,logioptionsplusexceladdin,N0337,LogiOptionsPlusExcelAddin,1,true,singleton_noise_like,0.00,true,logioptionsplusexceladdin,N0287,LogiOptionsPlusExcelAddin,1,true,singleton_noise_like,0.00,true
LogiOptionsPlusPowerPointAddin,N0405,Logioptionspluspowerpointaddin,true,singleton_noise_like,logioptionspluspowerpointaddin,N0338,LogiOptionsPlusPowerPointAddin,1,true,singleton_noise_like,0.00,true,logioptionspluspowerpointaddin,N0288,LogiOptionsPlusPowerPointAddin,1,true,singleton_noise_like,0.00,true
LogiOptionsPlusWordAddin,N0406,Logioptionspluswordaddin,true,singleton_noise_like,logioptionspluswordaddin,N0339,LogiOptionsPlusWordAddin,1,true,singleton_noise_like,0.00,true,logioptionspluswordaddin,N0289,LogiOptionsPlusWordAddin,1,true,singleton_noise_like,0.00,true
Logitech G HUB,N0407,Logitech G Hub,true,singleton_noise_like,logitech g hub,N0340,Logitech G HUB,1,true,singleton_noise_like,0.00,true,logitech g hub,N0290,Logitech G HUB,1,true,singleton_noise_like,0.00,true
Logitech Options,N0408,Logitech Options,true,singleton_noise_like,logitech options,N0341,Logitech Options,1,true,singleton_noise_like,0.00,true,logitech options,N0291,Logitech Options,1,true,singleton_noise_like,0.00,true
Logitech Unifying èí?t,N0409,Logitech Unifying Èí T,true,singleton_noise_like,logitech unifying èí?t,C0253,Logitech Unifying,2,false,family_pattern,0.85,true,logitech unifying èí?t,C0253,Logitech Unifying,2,false,v2_preserved,0.85,true
Logitech Unifying 软件,N0410,logitech unifying 软件,true,singleton_noise_like,logitech unifying 软件,C0253,Logitech Unifying,2,false,family_pattern,0.85,true,logitech unifying 软件,C0253,Logitech Unifying,2,false,v2_preserved,0.85,true
LucaNet.Software Manager,N0411,Lucanet.software Manager,true,singleton_noise_like,lucanet.software manager,N0342,LucaNet.Software Manager,1,true,singleton_noise_like,0.00,true,lucanet.software manager,N0292,LucaNet.Software Manager,1,true,singleton_noise_like,0.00,true
Luckey,N0412,Luckey,true,singleton_noise_like,luckey,N0343,Luckey,1,true,singleton_noise_like,0.00,true,luckey,N0293,Luckey,1,true,singleton_noise_like,0.00,true
Luxriot x64 Monitor,N0413,Luxriot Monitor,true,singleton_noise_like,luxriot monitor,N0344,Luxriot x64 Monitor,1,true,singleton_noise_like,0.00,true,luxriot monitor,N0294,Luxriot x64 Monitor,1,true,singleton_noise_like,0.00,true
M-AI,N0414,M Ai,true,singleton_noise_like,m ai,N0345,M-AI,1,true,singleton_noise_like,0.00,true,m ai,N0295,M-AI,1,true,singleton_noise_like,0.00,true
MainConcept MJPG software codec (Remove Only),N0415,Mainconcept Mjpg Software Codec Remove Only,true,singleton_noise_like,mainconcept mjpg software codec remove only,N0346,MainConcept MJPG software codec (Remove Only),1,true,singleton_noise_like,0.00,true,mainconcept mjpg software codec remove only,N0296,MainConcept MJPG software codec (Remove Only),1,true,singleton_noise_like,0.00,true
ManageEngine MibBrowser 5,N0416,Manageengine Mibbrowser,true,singleton_noise_like,manageengine mibbrowser 5,N0347,ManageEngine MibBrowser 5,1,true,singleton_noise_like,0.00,true,manageengine mibbrowser 5,N0297,ManageEngine MibBrowser 5,1,true,singleton_noise_like,0.00,true
ManageEngine UEMS - Agent,N0417,Manageengine Uems Agent,true,singleton_noise_like,manageengine uems agent,N0348,ManageEngine UEMS - Agent,1,true,singleton_noise_like,0.00,true,manageengine uems agent,N0298,ManageEngine UEMS - Agent,1,true,singleton_noise_like,0.00,true
MarkdownPad 2,N0418,Markdownpad,true,singleton_noise_like,markdownpad 2,N0349,MarkdownPad 2,1,true,singleton_noise_like,0.00,true,markdownpad 2,N0299,MarkdownPad 2,1,true,singleton_noise_like,0.00,true
MarkText,N0419,Marktext,true,singleton_noise_like,marktext,N0350,MarkText,1,true,singleton_noise_like,0.00,true,marktext,N0300,MarkText,1,true,singleton_noise_like,0.00,true
Maxhub扩展屏,N0420,maxhub扩展屏,true,singleton_noise_like,maxhub扩展屏,N0351,Maxhub扩展屏,1,true,singleton_noise_like,0.00,true,maxhub扩展屏,C0298,Meeting / Screen Sharing / Translation Tools,11,false,human_review_cn_category,0.68,true
Maxon Cinema 4D 2023,C0053,Maxon Cinema 4d,false,exact_normalized,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v1_exact_preserved,1.00,false,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v2_preserved,1.00,false
Maxon Cinema 4D 2024,C0053,Maxon Cinema 4d,false,exact_normalized,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v1_exact_preserved,1.00,false,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v2_preserved,1.00,false
Maxon Cinema 4D 2025,C0053,Maxon Cinema 4d,false,exact_normalized,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v1_exact_preserved,1.00,false,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v2_preserved,1.00,false
Maxon Cinema 4D R21 版本 R21.207,C0053,Maxon Cinema 4d,false,exact_normalized,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v1_exact_preserved,1.00,false,maxon cinema 4d,C0053,Maxon Cinema 4d,4,false,v2_preserved,1.00,false
MediaInfo,N0421,Mediainfo,true,singleton_noise_like,mediainfo,N0352,MediaInfo,1,true,singleton_noise_like,0.00,true,mediainfo,N0301,MediaInfo,1,true,singleton_noise_like,0.00,true
MediaMarkt,N0422,Mediamarkt,true,singleton_noise_like,mediamarkt,N0353,MediaMarkt,1,true,singleton_noise_like,0.00,true,mediamarkt,N0302,MediaMarkt,1,true,singleton_noise_like,0.00,true
Mem Reduct,N0423,Mem Reduct,true,singleton_noise_like,mem reduct,N0354,Mem Reduct,1,true,singleton_noise_like,0.00,true,mem reduct,N0303,Mem Reduct,1,true,singleton_noise_like,0.00,true
MicroDicom DICOM viewer,N0424,Microdicom Dicom Viewer,true,singleton_noise_like,microdicom dicom viewer,N0355,MicroDicom DICOM viewer,1,true,singleton_noise_like,0.00,true,microdicom dicom viewer,N0304,MicroDicom DICOM viewer,1,true,singleton_noise_like,0.00,true
Microsoft .NET 5.0.9 - Windows Server Hosting,C0127,Microsoft .NET Windows Server Hosting,false,exact_normalized,microsoft .net windows server hosting,C0127,Microsoft .NET Windows Server Hosting,2,false,v1_exact_preserved,1.00,false,microsoft .net windows server hosting,C0127,Microsoft .NET Windows Server Hosting,2,false,v2_preserved,1.00,false
Microsoft .NET 6.0.13 - Windows Server Hosting,C0127,Microsoft .NET Windows Server Hosting,false,exact_normalized,microsoft .net windows server hosting,C0127,Microsoft .NET Windows Server Hosting,2,false,v1_exact_preserved,1.00,false,microsoft .net windows server hosting,C0127,Microsoft .NET Windows Server Hosting,2,false,v2_preserved,1.00,false
Microsoft .NET Compact Framework,C0125,Microsoft .NET Compact Framework,false,conservative_fuzzy_merge,microsoft .net compact framework,C0125,Microsoft .NET Compact Framework,2,false,v1_exact_preserved,1.00,false,microsoft .net compact framework,C0125,Microsoft .NET Compact Framework,2,false,v2_preserved,1.00,false
Microsoft .NET Compact Framework 2.0 SP2,C0125,Microsoft .NET Compact Framework,false,conservative_fuzzy_merge,microsoft .net compact framework sp2,C0125,Microsoft .NET Compact Framework,2,false,v1_exact_preserved,1.00,false,microsoft .net compact framework sp2,C0125,Microsoft .NET Compact Framework,2,false,v2_preserved,1.00,false
Microsoft .NET Core 2.1.26 - Windows Server Hosting,C0038,Microsoft .NET Core Windows Server Hosting,false,exact_normalized,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v1_exact_preserved,1.00,false,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v2_preserved,1.00,false
Microsoft .NET Core 2.2.5 - Windows Server Hosting,C0038,Microsoft .NET Core Windows Server Hosting,false,exact_normalized,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v1_exact_preserved,1.00,false,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v2_preserved,1.00,false
Microsoft .NET Core 3.1.22 - Windows Server Hosting,C0038,Microsoft .NET Core Windows Server Hosting,false,exact_normalized,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v1_exact_preserved,1.00,false,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v2_preserved,1.00,false
Microsoft .NET Core 3.1.8 - Windows Server Hosting,C0038,Microsoft .NET Core Windows Server Hosting,false,exact_normalized,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v1_exact_preserved,1.00,false,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v2_preserved,1.00,false
Microsoft .NET Core 3.1.9 - Windows Server Hosting,C0038,Microsoft .NET Core Windows Server Hosting,false,exact_normalized,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v1_exact_preserved,1.00,false,microsoft .net core windows server hosting,C0038,Microsoft .NET Core Windows Server Hosting,5,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 2.1.26 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 2.1.26 (x86),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 2.2.5 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 2.2.5 (x86),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.10 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.16 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.22 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.22 (x86),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.25 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.32 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
Microsoft .NET Core Runtime - 3.1.9 (x64),C0016,Microsoft .NET Core Runtime,false,exact_normalized,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v1_exact_preserved,1.00,false,microsoft .net core runtime,C0016,Microsoft .NET Core Runtime,12,false,v2_preserved,1.00,false
